match_id,round,date,avg_minutes_game,avg_seconds_point,avg_minutes_set,tournament,year,match_minutes
m_2018_F_44,1st Round,2018-05-29,4.1,40.1,41.0,French Open,2018,123.0
m_2018_F_45,1st Round,2018-05-29,4.08,39.0,34.0,French Open,2018,102.0
m_2018_F_46,1st Round,2018-05-29,4.68,39.9,44.0,French Open,2018,220.0
m_2018_F_47,1st Round,2018-05-29,4.18,38.2,46.0,French Open,2018,138.0
m_2018_F_48,1st Round,2018-05-29,4.37,38.9,43.7,French Open,2018,131.0
m_2018_F_49,1st Round,2018-05-29,4.72,40.9,39.3,French Open,2018,118.0
m_2018_F_50,1st Round,2018-05-29,4.3,43.8,38.7,French Open,2018,116.0
m_2018_F_51,1st Round,2018-05-29,4.48,39.5,44.8,French Open,2018,179.0
m_2018_F_52,1st Round,2018-05-29,4.07,39.8,36.7,French Open,2018,110.0
m_2018_F_53,1st Round,2018-05-29,4.81,37.5,43.3,French Open,2018,130.0
m_2018_F_54,1st Round,2018-05-29,4.39,40.8,41.0,French Open,2018,123.0
m_2018_F_55,1st Round,2018-05-29,5.71,49.2,59.0,French Open,2018,177.0
m_2018_F_56,1st Round,2018-05-29,4.41,41.7,45.0,French Open,2018,225.0
m_2018_F_57,1st Round,2018-05-29,4.71,38.6,44.0,French Open,2018,132.0
m_2018_F_58,1st Round,2018-05-29,4.11,39.4,37.0,French Open,2018,111.0
m_2018_F_59,1st Round,2018-05-29,3.97,40.7,31.8,French Open,2018,127.0
m_2018_F_60,1st Round,2018-05-29,4.38,38.4,38.0,French Open,2018,114.0
m_2018_F_61,1st Round,2018-05-30,5.0,42.5,46.3,French Open,2018,185.0
m_2018_F_62,1st Round,2018-05-30,4.17,39.6,36.5,French Open,2018,146.0
m_2018_F_63,1st Round,2018-05-30,4.96,42.9,50.6,French Open,2018,253.0
m_2018_F_64,2nd Round,2018-05-30,4.58,38.6,49.3,French Open,2018,197.0
m_2018_F_65,2nd Round,2018-05-30,4.54,37.1,39.3,French Open,2018,118.0
m_2018_F_66,2nd Round,2018-05-30,4.63,41.7,45.4,French Open,2018,227.0
m_2018_F_67,2nd Round,2018-05-30,4.1,39.3,42.3,French Open,2018,127.0
m_2018_F_68,2nd Round,2018-05-30,4.31,42.9,46.0,French Open,2018,138.0
m_2018_F_69,2nd Round,2018-05-30,4.84,42.0,40.3,French Open,2018,121.0
m_2018_F_70,2nd Round,2018-05-30,4.32,44.9,51.8,French Open,2018,259.0
m_2018_F_71,2nd Round,2018-05-30,4.53,41.2,40.8,French Open,2018,204.0
m_2018_F_72,2nd Round,2018-05-30,4.07,39.3,35.8,French Open,2018,179.0
m_2018_F_73,2nd Round,2018-05-30,4.58,43.0,41.3,French Open,2018,165.0
m_2018_F_74,2nd Round,2018-05-30,4.96,41.3,41.3,French Open,2018,124.0
m_2018_F_75,2nd Round,2018-05-30,4.22,42.2,38.0,French Open,2018,152.0
m_2018_F_76,2nd Round,2018-05-30,4.68,41.4,48.0,French Open,2018,192.0
m_2018_F_77,2nd Round,2018-05-30,4.11,40.1,38.3,French Open,2018,115.0
m_2018_F_78,2nd Round,2018-05-31,4.39,40.1,43.0,French Open,2018,215.0
m_2018_F_79,2nd Round,2018-05-31,4.25,38.5,42.5,French Open,2018,170.0
m_2018_F_80,2nd Round,2018-05-31,4.15,40.4,47.8,French Open,2018,191.0
m_2018_F_81,2nd Round,2018-05-31,3.89,38.3,37.0,French Open,2018,148.0
m_2018_F_82,2nd Round,2018-05-31,4.68,41.5,39.0,French Open,2018,117.0
m_2018_F_83,2nd Round,2018-05-31,4.56,46.8,36.5,French Open,2018,146.0
m_2018_F_84,2nd Round,2018-05-31,4.53,45.3,34.0,French Open,2018,136.0
m_2018_F_85,2nd Round,2018-05-31,4.8,43.0,48.0,French Open,2018,192.0
m_2018_F_86,2nd Round,2018-05-31,4.44,41.6,40.0,French Open,2018,160.0
m_2018_F_87,2nd Round,2018-05-31,4.1,42.4,41.0,French Open,2018,164.0
m_2018_F_88,2nd Round,2018-05-31,3.88,37.8,40.8,French Open,2018,163.0
m_2018_F_89,2nd Round,2018-05-31,4.19,43.0,33.5,French Open,2018,134.0
m_2018_F_90,2nd Round,2018-05-31,4.54,42.6,42.3,French Open,2018,127.0
m_2018_F_91,2nd Round,2018-05-31,5.59,48.6,41.0,French Open,2018,123.0
m_2018_F_92,2nd Round,2018-05-31,3.84,39.2,42.3,French Open,2018,169.0
m_2018_F_93,2nd Round,2018-05-31,4.12,40.3,41.2,French Open,2018,206.0
m_2018_F_94,2nd Round,2018-05-31,4.26,43.4,38.3,French Open,2018,115.0
m_2018_F_95,2nd Round,2018-05-31,3.78,38.1,29.0,French Open,2018,87.0
m_2018_F_96,3rd Round,2018-01-06,4.59,42.9,46.8,French Open,2018,234.0
m_2018_F_97,3rd Round,2018-01-06,4.7,41.1,47.0,French Open,2018,141.0
m_2018_F_98,3rd Round,2018-01-06,5.43,48.9,57.0,French Open,2018,228.0
m_2018_F_99,3rd Round,2018-01-06,4.84,44.8,40.3,French Open,2018,121.0
m_2018_F_100,3rd Round,2018-01-06,3.86,38.4,34.8,French Open,2018,139.0
m_2018_F_101,3rd Round,2018-01-06,4.13,40.1,39.3,French Open,2018,157.0
m_2018_F_102,3rd Round,2018-02-06,4.46,45.2,42.8,French Open,2018,214.0
m_2018_F_103,3rd Round,2018-02-06,3.96,41.3,33.0,French Open,2018,99.0
m_2018_F_104,3rd Round,2018-02-06,4.8,41.7,48.0,French Open,2018,144.0
m_2018_F_105,3rd Round,2018-02-06,4.18,41.4,41.8,French Open,2018,167.0
m_2018_F_106,3rd Round,2018-02-06,5.03,43.6,50.3,French Open,2018,151.0
m_2018_F_107,3rd Round,2018-02-06,4.72,47.2,39.3,French Open,2018,118.0
m_2018_F_108,3rd Round,2018-02-06,4.58,40.9,47.6,French Open,2018,238.0
m_2018_F_109,3rd Round,2018-02-06,3.48,38.4,31.3,French Open,2018,94.0
m_2018_F_110,3rd Round,2018-02-06,4.76,47.6,46.0,French Open,2018,138.0
m_2018_F_111,3rd Round,2018-02-06,4.21,38.5,47.7,French Open,2018,143.0
m_2018_F_112,4th Round,2018-03-06,4.35,41.5,41.8,French Open,2018,209.0
m_2018_F_113,4th Round,2018-03-06,4.11,45.1,37.0,French Open,2018,148.0
m_2018_F_114,4th Round,2018-03-06,5.37,44.6,48.3,French Open,2018,145.0
m_2018_F_115,4th Round,2018-03-06,4.08,38.4,37.8,French Open,2018,151.0
m_2018_F_116,4th Round,2018-04-06,4.91,43.3,46.2,French Open,2018,231.0
m_2018_F_117,4th Round,2018-04-06,5.17,48.9,50.0,French Open,2018,150.0
m_2018_F_118,4th Round,2018-04-06,4.62,41.3,43.4,French Open,2018,217.0
m_2018_F_119,4th Round,2018-04-06,3.97,40.1,39.7,French Open,2018,119.0
m_2018_F_120,Quarterfinals,2018-05-06,4.4,42.3,36.7,French Open,2018,110.0
m_2018_F_121,Quarterfinals,2018-05-06,5.15,43.5,51.5,French Open,2018,206.0
m_2018_F_122,Quarterfinals,2018-07-06,5.11,46.9,57.5,French Open,2018,230.0
m_2018_F_123,Quarterfinals,2018-07-06,6.34,53.9,55.5,French Open,2018,222.0
m_2018_F_124,Semifinals,2018-08-06,4.42,39.5,45.7,French Open,2018,137.0
m_2018_F_125,Semifinals,2018-08-06,5.36,54.3,44.7,French Open,2018,134.0
m_2018_F_126,The Final,2018-10-06,6.0,52.8,54.0,French Open,2018,162.0
m_2017_F_0,1st Round,2017-05-28,4.26,45.5,44.0,French Open,2017,132.0
m_2017_F_1,1st Round,2017-05-28,5.18,46.5,51.8,French Open,2017,207.0
m_2017_F_2,1st Round,2017-05-28,5.03,45.9,46.5,French Open,2017,186.0
m_2017_F_3,1st Round,2017-05-28,4.45,37.4,49.0,French Open,2017,147.0
m_2017_F_4,1st Round,2017-05-28,4.8,44.8,48.0,French Open,2017,144.0
m_2017_F_5,1st Round,2017-05-28,3.69,33.1,32.0,French Open,2017,96.0
m_2017_F_6,1st Round,2017-05-28,4.04,41.7,36.3,French Open,2017,109.0
m_2017_F_7,1st Round,2017-05-28,3.94,38.5,44.7,French Open,2017,134.0
m_2017_F_8,1st Round,2017-05-28,4.28,41.2,35.7,French Open,2017,107.0
m_2017_F_9,1st Round,2017-05-28,4.42,39.2,46.8,French Open,2017,234.0
m_2017_F_10,1st Round,2017-05-28,3.33,34.3,26.7,French Open,2017,80.0
m_2017_F_11,1st Round,2017-05-28,3.87,41.6,36.8,French Open,2017,147.0
m_2017_F_12,1st Round,2017-05-28,4.02,40.6,40.2,French Open,2017,201.0
m_2017_F_13,1st Round,2017-05-28,4.24,39.0,44.5,French Open,2017,178.0
m_2017_F_14,1st Round,2017-05-28,4.0,37.9,32.0,French Open,2017,96.0
m_2017_F_15,1st Round,2017-05-29,3.72,41.5,29.8,French Open,2017,119.0
m_2017_F_16,1st Round,2017-05-29,4.1,39.9,42.3,French Open,2017,127.0
m_2017_F_17,1st Round,2017-05-29,3.41,39.1,30.7,French Open,2017,92.0
m_2017_F_18,1st Round,2017-05-29,4.04,40.4,42.0,French Open,2017,210.0
m_2017_F_19,1st Round,2017-05-29,4.53,41.6,36.3,French Open,2017,145.0
m_2017_F_20,1st Round,2017-05-29,4.89,39.1,45.7,French Open,2017,137.0
m_2017_F_21,1st Round,2017-05-29,4.62,44.2,33.5,French Open,2017,134.0
m_2017_F_22,1st Round,2017-05-29,4.88,43.7,53.7,French Open,2017,161.0
m_2017_F_23,1st Round,2017-05-29,4.2,39.6,42.8,French Open,2017,214.0
m_2017_F_24,1st Round,2017-05-29,4.95,41.6,47.0,French Open,2017,188.0
m_2017_F_25,1st Round,2017-05-29,5.44,46.7,49.0,French Open,2017,147.0
m_2017_F_26,1st Round,2017-05-29,4.26,41.5,40.5,French Open,2017,162.0
m_2017_F_27,1st Round,2017-05-29,5.02,42.5,50.2,French Open,2017,251.0
m_2017_F_28,1st Round,2017-05-29,4.58,41.8,36.7,French Open,2017,110.0
m_2017_F_29,1st Round,2017-05-29,4.67,45.4,37.3,French Open,2017,112.0
m_2017_F_30,1st Round,2017-05-29,4.12,40.4,35.7,French Open,2017,107.0
m_2017_F_31,1st Round,2017-05-29,5.07,46.7,49.0,French Open,2017,147.0
m_2017_F_32,1st Round,2017-05-29,3.97,38.9,32.8,French Open,2017,131.0
m_2017_F_33,1st Round,2017-05-29,4.68,41.0,48.3,French Open,2017,145.0
m_2017_F_34,1st Round,2017-05-29,3.74,38.8,33.7,French Open,2017,101.0
m_2017_F_35,1st Round,2017-05-29,4.17,40.5,53.4,French Open,2017,267.0
m_2017_F_36,1st Round,2017-05-29,5.31,43.3,52.0,French Open,2017,260.0
m_2017_F_37,1st Round,2017-05-29,4.56,37.1,41.0,French Open,2017,123.0
m_2017_F_38,1st Round,2017-05-29,3.9,39.5,40.3,French Open,2017,121.0
m_2017_F_39,1st Round,2017-05-29,3.69,37.1,33.3,French Open,2017,133.0
m_2017_F_40,1st Round,2017-05-29,4.02,39.6,33.0,French Open,2017,165.0
m_2017_F_41,1st Round,2017-05-29,3.94,40.0,32.5,French Open,2017,130.0
m_2017_F_42,1st Round,2017-05-29,4.09,40.1,43.7,French Open,2017,131.0
m_2017_F_43,1st Round,2017-05-30,3.81,38.1,39.3,French Open,2017,118.0
m_2017_F_44,1st Round,2017-05-30,3.7,36.6,37.0,French Open,2017,111.0
m_2017_F_45,1st Round,2017-05-30,4.66,43.4,43.8,French Open,2017,219.0
m_2017_F_46,1st Round,2017-05-30,4.36,42.2,36.3,French Open,2017,109.0
m_2017_F_47,1st Round,2017-05-30,4.19,43.1,43.3,French Open,2017,130.0
m_2017_F_48,1st Round,2017-05-30,3.65,36.2,33.8,French Open,2017,135.0
m_2017_F_49,1st Round,2017-05-30,4.03,36.9,39.0,French Open,2017,117.0
m_2017_F_50,1st Round,2017-05-30,4.7,41.2,51.7,French Open,2017,155.0
m_2017_F_51,1st Round,2017-05-30,4.53,40.5,48.8,French Open,2017,195.0
m_2017_F_52,1st Round,2017-05-30,4.68,40.7,43.3,French Open,2017,173.0
m_2017_F_53,1st Round,2017-05-30,4.34,36.9,41.3,French Open,2017,165.0
m_2017_F_54,1st Round,2017-05-30,4.92,42.5,45.5,French Open,2017,182.0
m_2017_F_55,1st Round,2017-05-30,4.3,40.3,43.0,French Open,2017,129.0
m_2017_F_56,1st Round,2017-05-30,4.47,45.6,38.0,French Open,2017,152.0
m_2017_F_57,1st Round,2017-05-30,4.46,38.7,35.7,French Open,2017,107.0
m_2017_F_58,1st Round,2017-05-30,3.21,30.7,30.0,French Open,2017,90.0
m_2017_F_59,1st Round,2017-05-30,4.65,42.2,44.6,French Open,2017,223.0
m_2017_F_60,1st Round,2017-05-30,3.66,40.8,35.3,French Open,2017,106.0
m_2017_F_61,1st Round,2017-05-30,3.93,38.3,39.3,French Open,2017,157.0
m_2017_F_62,1st Round,2017-05-30,4.47,39.5,38.0,French Open,2017,152.0
m_2017_F_63,1st Round,2017-05-31,4.8,38.8,52.8,French Open,2017,211.0
m_2017_F_64,2nd Round,2017-05-31,4.28,40.0,38.5,French Open,2017,154.0
m_2017_F_65,2nd Round,2017-05-31,5.68,47.1,58.3,French Open,2017,233.0
m_2017_F_66,2nd Round,2017-05-31,5.11,40.1,47.7,French Open,2017,143.0
m_2017_F_67,2nd Round,2017-05-31,4.41,39.4,42.7,French Open,2017,128.0
m_2017_F_68,2nd Round,2017-05-31,4.03,40.3,44.3,French Open,2017,133.0
m_2017_F_69,2nd Round,2017-05-31,4.29,43.1,44.3,French Open,2017,133.0
m_2017_F_70,2nd Round,2017-05-31,4.39,36.7,52.7,French Open,2017,158.0
m_2017_F_71,2nd Round,2017-05-31,4.32,39.0,49.0,French Open,2017,147.0
m_2017_F_72,2nd Round,2017-05-31,4.88,44.6,42.3,French Open,2017,127.0
m_2017_F_73,2nd Round,2017-05-31,4.19,44.8,36.3,French Open,2017,109.0
m_2017_F_74,2nd Round,2017-05-31,3.86,37.1,35.8,French Open,2017,143.0
m_2017_F_75,2nd Round,2017-05-31,3.82,40.3,28.0,French Open,2017,84.0
m_2017_F_76,2nd Round,2017-05-31,4.24,38.5,40.3,French Open,2017,161.0
m_2017_F_77,2nd Round,2017-05-31,4.74,40.9,42.7,French Open,2017,128.0
m_2017_F_78,2nd Round,2017-05-31,4.49,41.0,43.8,French Open,2017,175.0
m_2017_F_79,2nd Round,2017-05-31,4.65,42.8,43.0,French Open,2017,172.0
m_2017_F_80,2nd Round,2017-01-06,3.92,37.9,32.7,French Open,2017,98.0
m_2017_F_81,2nd Round,2017-01-06,4.38,40.3,46.4,French Open,2017,232.0
m_2017_F_82,2nd Round,2017-01-06,3.91,40.1,43.0,French Open,2017,129.0
m_2017_F_83,2nd Round,2017-01-06,4.16,41.6,44.3,French Open,2017,133.0
m_2017_F_84,2nd Round,2017-01-06,4.33,41.5,39.0,French Open,2017,117.0
m_2017_F_85,2nd Round,2017-01-06,4.5,49.1,45.0,French Open,2017,90.0
m_2017_F_86,2nd Round,2017-01-06,4.53,40.9,51.3,French Open,2017,154.0
m_2017_F_87,2nd Round,2017-01-06,4.27,43.0,37.0,French Open,2017,111.0
m_2017_F_88,2nd Round,2017-01-06,5.35,49.0,53.5,French Open,2017,214.0
m_2017_F_89,2nd Round,2017-01-06,4.52,41.0,46.7,French Open,2017,140.0
m_2017_F_90,2nd Round,2017-01-06,4.19,39.7,38.8,French Open,2017,155.0
m_2017_F_91,2nd Round,2017-01-06,4.36,42.6,40.7,French Open,2017,122.0
m_2017_F_92,2nd Round,2017-01-06,3.79,42.0,30.3,French Open,2017,91.0
m_2017_F_93,2nd Round,2017-01-06,4.0,41.9,40.0,French Open,2017,120.0
m_2017_F_94,2nd Round,2017-01-06,4.54,41.8,41.8,French Open,2017,209.0
m_2017_F_95,2nd Round,2017-01-06,4.48,40.4,34.3,French Open,2017,103.0
m_2017_F_96,3rd Round,2017-02-06,6.33,50.3,,French Open,2017,57.0
m_2017_F_97,3rd Round,2017-02-06,4.45,41.4,46.0,French Open,2017,138.0
m_2017_F_98,3rd Round,2017-02-06,4.36,43.3,40.7,French Open,2017,122.0
m_2017_F_99,3rd Round,2017-02-06,3.5,35.0,28.0,French Open,2017,28.0
m_2017_F_100,3rd Round,2017-02-06,4.74,45.8,30.0,French Open,2017,90.0
m_2017_F_101,3rd Round,2017-02-06,4.39,37.3,41.0,French Open,2017,123.0
m_2017_F_102,3rd Round,2017-02-06,4.5,44.5,39.6,French Open,2017,198.0
m_2017_F_103,3rd Round,2017-02-06,5.02,43.2,44.2,French Open,2017,221.0
m_2017_F_104,3rd Round,2017-03-06,4.28,42.2,35.7,French Open,2017,107.0
m_2017_F_105,3rd Round,2017-03-06,4.49,43.5,47.6,French Open,2017,238.0
m_2017_F_106,3rd Round,2017-03-06,5.77,49.4,57.7,French Open,2017,173.0
m_2017_F_107,3rd Round,2017-03-06,3.88,38.0,31.0,French Open,2017,93.0
m_2017_F_108,3rd Round,2017-03-06,4.27,40.4,37.0,French Open,2017,111.0
m_2017_F_109,3rd Round,2017-04-06,4.62,42.8,46.2,French Open,2017,231.0
m_2017_F_110,3rd Round,2017-04-06,4.0,37.9,45.0,French Open,2017,180.0
m_2017_F_111,3rd Round,2017-04-06,4.65,41.9,72.0,French Open,2017,144.0
m_2017_F_112,4th Round,2017-04-06,4.43,40.4,51.4,French Open,2017,257.0
m_2017_F_113,4th Round,2017-04-06,4.78,45.8,36.7,French Open,2017,110.0
m_2017_F_114,4th Round,2017-04-06,4.3,42.7,33.0,French Open,2017,99.0
m_2017_F_115,4th Round,2017-04-06,5.25,44.5,49.0,French Open,2017,147.0
m_2017_F_116,4th Round,2017-05-06,4.28,46.5,41.3,French Open,2017,124.0
m_2017_F_117,4th Round,2017-05-06,4.81,41.8,38.5,French Open,2017,154.0
m_2017_F_118,4th Round,2017-05-06,5.09,45.1,54.3,French Open,2017,163.0
m_2017_F_119,4th Round,2017-05-06,4.0,44.3,48.0,French Open,2017,48.0
m_2017_F_120,Quarterfinals,2017-07-06,5.0,43.5,45.0,French Open,2017,135.0
m_2017_F_121,Quarterfinals,2017-07-06,5.1,56.7,51.0,French Open,2017,51.0
m_2017_F_122,Quarterfinals,2017-07-06,4.68,47.7,39.8,French Open,2017,159.0
m_2017_F_123,Quarterfinals,2017-07-06,4.0,41.4,33.3,French Open,2017,100.0
m_2017_F_124,Semifinals,2017-09-06,5.27,48.5,54.8,French Open,2017,274.0
m_2017_F_125,Semifinals,2017-09-06,5.08,49.2,42.3,French Open,2017,127.0
m_2017_F_126,The Final,2017-11-06,5.21,49.7,41.7,French Open,2017,125.0
m_2016_F_0,1st Round,2016-05-22,4.18,36.4,47.3,French Open,2016,142.0
m_2016_F_1,1st Round,2016-05-22,3.98,37.4,35.8,French Open,2016,179.0
m_2016_F_2,1st Round,2016-05-22,3.78,31.2,34.0,French Open,2016,102.0
m_2016_F_3,1st Round,2016-05-22,3.93,36.2,38.0,French Open,2016,114.0
m_2016_F_4,1st Round,2016-05-22,3.08,32.4,26.7,French Open,2016,80.0
m_2016_F_5,1st Round,2016-05-23,4.24,36.6,38.2,French Open,2016,191.0
m_2016_F_6,1st Round,2016-05-23,4.61,39.1,37.8,French Open,2016,189.0
m_2016_F_7,1st Round,2016-05-23,4.32,41.4,40.0,French Open,2016,160.0
m_2016_F_8,1st Round,2016-05-23,4.5,39.9,45.0,French Open,2016,225.0
m_2016_F_9,1st Round,2016-05-23,4.3,41.8,47.3,French Open,2016,189.0
m_2016_F_10,1st Round,2016-05-23,4.42,40.4,39.8,French Open,2016,159.0
m_2016_F_11,1st Round,2016-05-23,3.61,37.0,33.7,French Open,2016,101.0
m_2016_F_12,1st Round,2016-05-23,4.45,42.8,43.0,French Open,2016,129.0
m_2016_F_13,1st Round,2016-05-23,5.02,43.8,51.2,French Open,2016,256.0
m_2016_F_14,1st Round,2016-05-23,3.94,33.5,42.6,French Open,2016,213.0
m_2016_F_15,1st Round,2016-05-23,3.38,32.9,36.0,French Open,2016,108.0
m_2016_F_16,1st Round,2016-05-23,4.13,42.2,42.7,French Open,2016,128.0
m_2016_F_17,1st Round,2016-05-23,4.18,41.4,35.5,French Open,2016,142.0
m_2016_F_18,1st Round,2016-05-23,3.9,35.7,39.0,French Open,2016,195.0
m_2016_F_19,1st Round,2016-05-23,5.3,44.8,53.0,French Open,2016,159.0
m_2016_F_20,1st Round,2016-05-23,4.12,38.7,46.7,French Open,2016,140.0
m_2016_F_21,1st Round,2016-05-23,4.29,40.9,40.0,French Open,2016,120.0
m_2016_F_22,1st Round,2016-05-23,5.72,46.5,68.7,French Open,2016,206.0
m_2016_F_23,1st Round,2016-05-23,4.36,41.8,42.5,French Open,2016,170.0
m_2016_F_24,1st Round,2016-05-23,5.0,44.4,46.3,French Open,2016,185.0
m_2016_F_25,1st Round,2016-05-23,3.88,36.3,41.8,French Open,2016,167.0
m_2016_F_26,1st Round,2016-05-23,4.22,40.5,39.0,French Open,2016,156.0
m_2016_F_27,1st Round,2016-05-23,3.35,33.1,31.0,French Open,2016,124.0
m_2016_F_28,1st Round,2016-05-23,4.92,43.6,42.7,French Open,2016,128.0
m_2016_F_29,1st Round,2016-05-24,4.16,36.9,34.7,French Open,2016,104.0
m_2016_F_30,1st Round,2016-05-24,3.85,35.9,32.8,French Open,2016,131.0
m_2016_F_31,1st Round,2016-05-24,3.51,38.4,34.3,French Open,2016,137.0
m_2016_F_32,1st Round,2016-05-24,4.08,39.5,32.7,French Open,2016,98.0
m_2016_F_33,1st Round,2016-05-24,3.45,31.9,33.3,French Open,2016,100.0
m_2016_F_34,1st Round,2016-05-24,4.71,42.5,48.7,French Open,2016,146.0
m_2016_F_35,1st Round,2016-05-24,4.39,43.9,39.5,French Open,2016,158.0
m_2016_F_36,1st Round,2016-05-24,3.89,36.2,36.0,French Open,2016,144.0
m_2016_F_37,1st Round,2016-05-24,3.96,38.3,33.0,French Open,2016,99.0
m_2016_F_38,1st Round,2016-05-24,3.81,38.4,26.7,French Open,2016,80.0
m_2016_F_39,1st Round,2016-05-24,4.54,38.2,46.5,French Open,2016,186.0
m_2016_F_40,1st Round,2016-05-24,4.17,36.3,50.0,French Open,2016,200.0
m_2016_F_41,1st Round,2016-05-24,4.91,46.2,44.2,French Open,2016,221.0
m_2016_F_42,1st Round,2016-05-24,3.56,31.8,32.0,French Open,2016,96.0
m_2016_F_43,1st Round,2016-05-24,4.65,37.2,40.3,French Open,2016,121.0
m_2016_F_44,1st Round,2016-05-24,4.73,41.9,52.0,French Open,2016,208.0
m_2016_F_45,1st Round,2016-05-24,4.03,37.9,38.3,French Open,2016,153.0
m_2016_F_46,1st Round,2016-05-24,4.29,37.0,45.0,French Open,2016,180.0
m_2016_F_47,1st Round,2016-05-24,3.68,36.8,40.5,French Open,2016,162.0
m_2016_F_48,1st Round,2016-05-24,3.75,36.5,30.0,French Open,2016,90.0
m_2016_F_49,1st Round,2016-05-24,4.03,36.8,39.0,French Open,2016,117.0
m_2016_F_50,1st Round,2016-05-24,4.13,40.3,39.3,French Open,2016,157.0
m_2016_F_51,1st Round,2016-05-24,4.07,38.8,36.7,French Open,2016,110.0
m_2016_F_52,1st Round,2016-05-24,3.36,35.2,28.0,French Open,2016,84.0
m_2016_F_53,1st Round,2016-05-24,3.84,39.6,36.5,French Open,2016,146.0
m_2016_F_54,1st Round,2016-05-24,3.84,37.2,35.5,French Open,2016,142.0
m_2016_F_55,1st Round,2016-05-24,3.87,40.4,40.0,French Open,2016,120.0
m_2016_F_56,1st Round,2016-05-24,4.1,36.9,28.7,French Open,2016,86.0
m_2016_F_57,1st Round,2016-05-24,4.17,39.2,40.3,French Open,2016,121.0
m_2016_F_58,1st Round,2016-05-24,5.06,41.4,48.6,French Open,2016,243.0
m_2016_F_59,1st Round,2016-05-24,4.0,39.0,40.0,French Open,2016,160.0
m_2016_F_60,1st Round,2016-05-24,4.83,45.0,37.0,French Open,2016,111.0
m_2016_F_61,1st Round,2016-05-24,4.13,40.2,42.7,French Open,2016,128.0
m_2016_F_62,1st Round,2016-05-24,3.5,35.0,32.7,French Open,2016,98.0
m_2016_F_63,1st Round,2016-05-25,4.27,38.9,47.0,French Open,2016,188.0
m_2016_F_64,2nd Round,2016-05-25,4.04,38.6,54.2,French Open,2016,271.0
m_2016_F_65,2nd Round,2016-05-25,4.17,42.3,33.3,French Open,2016,100.0
m_2016_F_66,2nd Round,2016-05-25,4.0,37.7,36.0,French Open,2016,108.0
m_2016_F_67,2nd Round,2016-05-25,3.79,32.5,36.7,French Open,2016,110.0
m_2016_F_68,2nd Round,2016-05-25,4.18,35.8,35.5,French Open,2016,142.0
m_2016_F_69,2nd Round,2016-05-25,4.1,35.6,42.3,French Open,2016,127.0
m_2016_F_70,2nd Round,2016-05-25,3.25,36.2,30.3,French Open,2016,91.0
m_2016_F_71,2nd Round,2016-05-25,5.45,41.7,56.3,French Open,2016,169.0
m_2016_F_72,2nd Round,2016-05-25,4.98,46.7,42.8,French Open,2016,214.0
m_2016_F_73,2nd Round,2016-05-25,3.53,37.6,35.3,French Open,2016,106.0
m_2016_F_74,2nd Round,2016-05-25,2.92,29.0,23.3,French Open,2016,70.0
m_2016_F_75,2nd Round,2016-05-25,5.33,45.5,54.4,French Open,2016,272.0
m_2016_F_76,2nd Round,2016-05-25,4.41,39.2,39.7,French Open,2016,119.0
m_2016_F_77,2nd Round,2016-05-25,4.64,42.4,43.3,French Open,2016,130.0
m_2016_F_78,2nd Round,2016-05-25,4.5,38.9,45.0,French Open,2016,135.0
m_2016_F_79,2nd Round,2016-05-25,3.69,37.2,32.0,French Open,2016,96.0
m_2016_F_80,2nd Round,2016-05-26,3.9,40.5,39.8,French Open,2016,199.0
m_2016_F_81,2nd Round,2016-05-26,4.27,34.8,47.0,French Open,2016,141.0
m_2016_F_82,2nd Round,2016-05-26,4.06,42.3,33.5,French Open,2016,134.0
m_2016_F_83,2nd Round,2016-05-26,3.76,39.6,36.3,French Open,2016,109.0
m_2016_F_84,2nd Round,2016-05-26,4.26,38.7,48.3,French Open,2016,145.0
m_2016_F_85,2nd Round,2016-05-26,4.9,43.9,47.3,French Open,2016,142.0
m_2016_F_86,2nd Round,2016-05-26,4.33,41.9,34.7,French Open,2016,104.0
m_2016_F_87,2nd Round,2016-05-26,4.05,36.5,41.5,French Open,2016,166.0
m_2016_F_88,2nd Round,2016-05-26,4.42,40.5,45.7,French Open,2016,137.0
m_2016_F_89,2nd Round,2016-05-26,3.91,38.9,32.3,French Open,2016,129.0
m_2016_F_90,2nd Round,2016-05-26,4.48,41.9,41.2,French Open,2016,206.0
m_2016_F_91,2nd Round,2016-05-26,4.21,42.3,40.7,French Open,2016,122.0
m_2016_F_92,2nd Round,2016-05-26,4.61,43.7,41.5,French Open,2016,83.0
m_2016_F_93,2nd Round,2016-05-26,4.41,39.2,42.7,French Open,2016,128.0
m_2016_F_94,2nd Round,2016-05-26,5.0,39.3,50.0,French Open,2016,150.0
m_2016_F_95,2nd Round,2016-05-26,4.92,40.7,48.0,French Open,2016,192.0
m_2016_F_96,3rd Round,2016-05-27,5.55,45.1,53.7,French Open,2016,161.0
m_2016_F_97,3rd Round,2016-05-27,4.83,42.7,50.2,French Open,2016,251.0
m_2016_F_98,3rd Round,2016-05-27,4.0,40.0,38.7,French Open,2016,116.0
m_2016_F_99,3rd Round,2016-05-27,4.37,39.5,40.2,French Open,2016,201.0
m_2016_F_100,3rd Round,2016-05-27,4.64,39.2,43.3,French Open,2016,130.0
m_2016_F_101,3rd Round,2016-05-27,3.9,39.0,37.4,French Open,2016,187.0
m_2016_F_102,3rd Round,2016-05-27,3.84,39.4,39.7,French Open,2016,119.0
