player_id,name,hand,country,birthday
atp_117429,Rafael Kompatscher,U,BRA,1979-04-11
atp_117430,Rafael Cruz,U,BRA,1980-12-06
atp_117431,Christoph Haid,U,AUT,1981-02-10
atp_117432,Rafael Martins,U,BRA,1981-02-25
atp_117433,Hector Silva,U,BRA,1980-03-18
atp_117434,Tiago Ruffoni,R,BRA,1980-05-25
atp_117435,Joao Paulo Menano,U,BRA,1982-05-17
atp_117436,Luis Barbosa,R,BRA,1980-11-01
atp_117437,Albano Franco,U,BRA,1981-04-08
atp_117438,Evandro Silva,U,BRA,1976-09-11
atp_117439,Braulino Silva,U,BRA,1976-12-27
atp_117440,Jair Montovani,U,BRA,1980-02-19
atp_117441,Rodrigo Cristo,U,BRA,1980-12-17
atp_117442,Daniel Crawley,U,GBR,1979-03-15
atp_117443,Dylan Limus,U,BRU,
atp_117444,Sharill Teo,U,BRU,1982-08-05
atp_117445,Hardiyamin Baharuddin,U,BRU,1981-06-16
atp_117446,Penh How Chua,U,BRU,1979-12-19
atp_117447,Abdullah Ali,U,BRU,1979-12-16
atp_117448,Aidan Graveson,U,GBR,1979-12-27
atp_117449,Daniel Shirley,U,GBR,1980-09-12
atp_117450,Yusri Yusainey,U,BRU,
atp_117451,Javier Gutierrez Lima,U,MEX,1975-10-14
atp_117452,Chris James,U,CAN,1976-07-29
atp_117453,James Gordon,U,CAN,1976-07-01
atp_117454,Robert Nita,R,ROU,1979-05-08
atp_117455,Hugues Laverdiere,U,CAN,1973-11-26
atp_117456,Nicolas Brochu,U,CAN,1976-10-12
atp_117457,Jerry Turek,U,CAN,1975-04-02
atp_117458,Carlos Haupt,U,CHI,1965-06-04
atp_117459,Andres Morales,U,CHI,1977-06-03
atp_117460,Sebastian Bugueno,U,CHI,1983-01-05
atp_117461,Claudio Rojas,U,CHI,1967-02-18
atp_117462,Guillermo Gomez,U,CHI,1981-01-25
atp_117463,Bozidar Ivankovic,U,CHI,1980-11-11
atp_117464,Felipe Perez,U,CHI,
atp_117465,Eduardo Valdes,U,CHI,1981-01-16
atp_117466,Yi Liu,U,CHN,1980-08-20
atp_117467,Shuo Liu,U,CHN,1978-11-06
atp_117468,Yi Ming Yang,U,CHN,1977-05-29
atp_117469,Nan Yang,U,CHN,1981-08-08
atp_117470,Jiang Wu,U,CHN,1981-06-12
atp_117471,Lei Wang,U,CHN,1979-01-25
atp_117472,Jin Jian Liu,U,CHN,1978-02-17
atp_117473,Xu Bo Jiang,U,CHN,1979-03-05
atp_117474,Liang Fu Chu,U,CHN,1981-10-10
atp_117475,Qi Chen,U,CHN,1976-09-26
atp_117476,Hao Shi,U,CHN,1979-01-25
atp_117477,Jonathan Labella,U,SWE,1976-07-18
atp_117478,Miao Cui,U,CHN,1982-03-03
atp_117479,Tai Tsuchiya,U,JPN,1978-07-21
atp_117480,Wei Cai,R,CHN,1975-07-10
atp_117481,Nian Fei Zhang,U,CHN,1979-02-06
atp_117482,Lovro Brajkovic,U,CRO,1980-05-11
atp_117483,Pero Pivcevic,U,CRO,1975-11-12
atp_117484,Sasa Gregurincic,U,CRO,1979-06-22
atp_117485,Matjaz Sulin,U,SLO,1973-01-04
atp_117486,Marko Kovacevic,R,CRO,1981-04-17
atp_117487,Ignacio Truyol Turrion,R,ESP,1973-08-14
atp_117488,Velimir Svigir,U,CRO,1981-04-01
atp_117489,Peter Matejowsky,U,AUT,1973-12-01
atp_117490,Michel Stopa,U,FRA,1975-07-28
atp_117491,Daniel Santl,U,SLO,1978-05-28
atp_117492,Stefano Rampazzo,U,ITA,1973-09-15
atp_117493,Kreso Zrinski,U,CRO,1980-07-18
atp_117494,Tomislav Gospic,U,AUT,1980-10-12
atp_117495,Mark Eberling,U,LUX,1978-10-12
atp_117496,Zlatko Stupavsky,U,CRO,1978-04-11
atp_117497,Constantin Minar,U,GER,1982-06-08
atp_117498,George Kalanov,U,CYP,1980-02-12
atp_117499,Enias Georgiadis,U,GRE,1976-07-23
atp_117500,Alex Halsey,U,GBR,1980-02-27
atp_117501,Alexandros Siderakos,U,GRE,1981-12-22
atp_117502,Antonis Kalaitzakis,R,GRE,1982-12-15
atp_117503,Aristotelis Mouratoglou,L,GRE,1984-06-21
atp_117504,Tim Davis,U,GBR,1975-06-27
atp_117505,Christian Requeni Sivera,U,ESP,1975-06-10
atp_117506,Andreas Orfanidis,U,GRE,1979-05-22
atp_117507,Jens Anker Andersen,U,DEN,1967-09-05
atp_117508,Jan Axel Tribler,U,DEN,1978-03-10
atp_117509,Marek Krasny,U,DEN,1977-10-06
atp_117510,Marius Lunde,U,NOR,1977-02-21
atp_117511,Johan Olsson,U,SWE,1975-09-08
atp_117512,Peter Bjornlund,U,SWE,1972-09-23
atp_117513,Stefan Heinkel,U,GER,1979-05-23
atp_117514,Yuri Makarov,U,LAT,1978-03-22
atp_117515,Daniel Dolbea,R,GER,1976-06-02
atp_117516,Daniel Palominos,U,CHI,1978-11-08
atp_117517,Juan Carlos Osorio,U,ECU,1982-12-14
atp_117518,Jose Manuel Fernandez Canadas,U,ESP,1977-08-01
atp_117519,Tiago Neto,U,POR,1978-01-22
atp_117520,Alejandro Correa,U,ARG,1979-02-05
atp_117521,Ali Ghoneim,U,EGY,1975-05-16
atp_117522,Omar Haggag,U,EGY,1971-01-02
atp_117523,Patric Stalbark,U,SWE,1973-09-12
atp_117524,Mehdy Karbid,R,USA,1978-11-18
atp_117525,Joseph Taylor,U,GBR,1978-07-09
atp_117526,Alberto Gonzalez Lopez,U,ESP,1977-09-19
atp_117527,Oscar Martinez Dieguez,R,ESP,1974-02-09
atp_117528,Fernando Cartagena Martinez,U,ESP,1980-08-03
atp_117529,Jose Manuel Roman Gomez,U,ESP,1977-09-20
atp_117530,Jose Ferrol Garcia,U,ESP,1980-05-16
atp_117531,Pedro Villena Martinez,U,ESP,1982-08-19
atp_117532,Pablo Lozano Pinillos,U,ESP,1982-04-07
atp_117533,Jose Aupi Chueca,U,ESP,1974-10-13
atp_117534,Carlos Herrero Tambo,U,ESP,1981-07-10
atp_117535,Cristian Bogarin,U,PAR,1970-08-24
atp_117536,Jorge Martin Fernandez,U,ESP,1980-09-11
atp_117537,Alvaro Mantoan Ochera,U,ESP,1975-03-12
atp_117538,Vicente Romany Terencio,U,ESP,1982-01-15
atp_117539,Juan Perianez Llopis,R,ESP,1982-02-10
atp_117540,Jesus Escribano Joven,U,ESP,1977-12-30
atp_117541,Raul Noguerales Agustin,U,ESP,1978-08-10
atp_117542,Fernando Sanchez Martinez,U,ESP,1977-06-17
atp_117543,Sergio Viaji Munoz,U,ESP,1978-02-18
atp_117544,Borja Anglada Orengo,U,ESP,1977-11-30
atp_117545,Javier Ferrer Ern,U,ESP,1979-09-21
atp_117546,Marc Casabo,U,ESP,1977-10-07
atp_117547,Roger Fradera Jubany,U,ESP,1979-03-26
atp_117548,Rafael Garcia Alex,U,ESP,1981-12-15
atp_117549,Jose Luis Lara Salinas,U,ESP,1981-07-07
atp_117550,Ivan Lopez Rios,U,ESP,1977-09-17
atp_117551,Carlos Alberto Marcote Jimeno,U,ESP,1981-05-11
atp_117552,Kai Schmid,U,GER,1980-02-06
atp_117553,Yon Guezuraga Cantero,U,ESP,1979-05-06
atp_117554,Raul Diaz Garcia,U,ESP,1981-02-14
atp_117555,Miguel Angel Casal Arantes,U,ESP,1978-12-17
atp_117556,Gerard Avellaneda Canals,U,ESP,1979-10-08
atp_117557,Eduard Schneider,U,GER,1980-07-05
atp_117558,Alejandro Gutierrez De La Maza,U,ESP,1975-05-12
atp_117559,Borja Gutierrez De La Maza,U,ESP,1975-05-12
atp_117560,Gabriel Reyna Huidobro,U,ESP,1977-06-23
atp_117561,Pedro Navedo Garcia,U,ESP,1977-10-03
atp_117562,Gerard Gramatica,U,ARG,1979-04-19
atp_117563,Jose Manuel Garcia Lomas,U,ESP,
atp_117564,Alejandro Sorrentini Gutierrez,U,ESP,1981-03-02
atp_117565,Miika Kangas,U,FIN,1978-03-17
atp_117566,Tuomas Niskakangas,U,FIN,1980-02-25
atp_117567,Aistis Slajus,U,LTU,1981-12-21
atp_117568,Ivar Troost,U,EST,1975-04-14
atp_117569,Mikko Viljanen,U,FIN,1977-12-28
atp_117570,Veli Pekka Antila,U,FIN,1976-03-11
atp_117571,Antti Jussi Puotiniemi,U,FIN,1978-05-29
atp_117572,Mikko Haulos,U,FIN,1979-10-23
atp_117573,Janne Leskinen,U,FIN,1975-03-26
atp_117574,Mikko Salminvuo,U,FIN,1973-11-22
atp_117575,Ilkka Riikonen,U,FIN,1976-11-09
atp_117576,Fredrik Persson,U,SWE,1978-12-13
atp_117577,Rene Hohm,U,GER,1977-04-21
atp_117578,Mats Norin,R,SWE,1979-06-21
atp_117579,Kristofer Stahlberg,R,SWE,1979-05-07
atp_117580,Brook Blain,U,USA,1975-12-11
atp_117581,Pyry Ollikainen,U,FIN,1980-02-11
atp_117582,Daniel Pahlsson,U,SWE,1974-10-06
atp_117583,Timo Sinkkonen,U,FIN,1980-09-14
atp_117584,Jason Roberts,U,AUS,1975-01-04
atp_117585,Daniel Hammar,U,SWE,1976-12-20
atp_117586,Olivier Bouhamri,U,FRA,1980-08-23
atp_117587,Romain Ambert,U,FRA,1979-03-23
atp_117588,Teddy Mebounou,U,FRA,1981-07-03
atp_117589,Florian Marquardt,U,GER,1977-06-17
atp_117590,Arnaud Breistroff,U,FRA,1973-04-04
atp_117591,Johan Barras,R,FRA,1978-01-11
atp_117592,Sebastien Guillemart,U,FRA,1977-12-14
atp_117593,Paulo Freitas,U,FRA,1973-03-26
atp_117594,Brice Battistini,U,FRA,1981-09-20
atp_117595,Frank Eicher,U,LUX,1980-02-07
atp_117596,Olivier Lucas Grousset,U,FRA,1973-06-24
atp_117597,Nick Beirnaert,R,BEL,1978-10-28
atp_117598,Simon Hancock,U,AUS,1976-04-14
atp_117599,Roderick Mclaren,U,IRL,1969-03-04
atp_117600,Nicolas Guilbot,U,FRA,1978-03-27
atp_117601,Franck Beun,U,FRA,1971-01-21
atp_117602,Bruno La Font,U,FRA,1972-11-16
atp_117603,Philippe Pages,U,FRA,1972-04-01
atp_117604,Johan Rousseaux,U,FRA,1977-08-04
atp_117605,Julien Morel,U,FRA,1975-03-20
atp_117606,Thomas Leleu,U,FRA,1972-06-08
atp_117607,Philippe Rosant,U,FRA,1973-05-02
atp_117608,David Ruiz,U,FRA,1980-05-24
atp_117609,Stephane Cordobes,U,FRA,1976-11-13
atp_117610,Michael Boulding,U,GBR,1976-02-08
atp_117611,Stephane Heyd,U,FRA,1974-11-01
atp_117612,Gael Demenet,U,FRA,1980-02-23
atp_117613,Stephane Neveu,U,FRA,1972-12-03
atp_117614,Nelson Parent,U,FRA,1979-06-02
atp_117615,Thomas Greenland,U,GBR,1980-06-30
atp_117616,Rhys Hanger,U,GBR,1977-02-18
atp_117617,William Barker,U,GBR,1981-03-21
atp_117618,Anthony Maublanc,U,FRA,1977-01-22
atp_117619,Craig Edmondson,U,GBR,1978-06-12
atp_117620,Nick Lester,U,GBR,1977-05-23
atp_117621,Mark Rapa,U,GBR,1980-05-04
atp_117622,Jamal Parker,U,USA,1980-07-26
atp_117623,Adam Wharf,U,GBR,1980-06-23
atp_117624,Markus Krimmer,U,GER,1982-02-12
atp_117625,Thorsten Schleidt,U,GER,1982-03-27
atp_117626,Nino Ulrich,U,GER,1982-09-04
atp_117627,Tobias Job,U,GER,1979-12-17
atp_117628,Oliver Maiberger,U,GER,1978-06-30
atp_117629,Heiko Wunderlich,U,GER,1978-03-02
atp_117630,Carsten Denk,U,GER,1975-08-06
atp_117631,Manuel Barz,U,GER,1979-04-08
atp_117632,Gemot Fischer,U,GER,1981-06-30
atp_117633,Francesco Scarpa,U,ITA,
atp_117634,Mathias Frenzel,U,GER,1978-01-20
atp_117635,Paul Arber,R,AUS,1975-11-02
atp_117636,Marcus Lund,U,SWE,1978-01-04
atp_117637,Bjorn Behles,U,GER,1980-02-16
atp_117638,Tobias Siechau,U,GER,1982-05-17
atp_117639,Robin Albrecht,U,GER,1982-01-11
atp_117640,Sebastian Falk,U,GER,1981-07-11
atp_117641,Philipp Laucht,U,GER,1980-10-12
atp_117642,Wim Fissette,U,BEL,1980-03-22
atp_117643,Andrey Pavlov,U,RUS,1977-03-16
atp_117644,Adjin Lartey,U,GHA,1978-07-26
atp_117645,Yan Adjei Darko,U,GHA,1979-03-29
atp_117646,Aristotelis Dalias,U,GRE,1985-03-12
atp_117647,Jelko Viskovich,U,AUS,1978-10-24
atp_117648,Dimitri Savvides,U,CYP,1978-04-15
atp_117649,Grigoris Demertzis,U,GRE,1982-01-25
atp_117650,Haydn Wakefield,U,RSA,1977-01-10
atp_117651,Michael Gal,U,AUT,1980-05-31
atp_117652,Evangelos Triantis,U,GRE,1982-03-31
atp_117653,Dimitris Fassoulas,U,GRE,1979-06-08
atp_117654,Peter Horozakis,U,AUS,1979-06-12
atp_117655,Haris Valaris,U,GRE,1980-06-20
atp_117656,Nikos Kargadouris,U,GRE,1981-03-11
atp_117657,Andreas Kefalas,U,GRE,1966-08-04
atp_117658,Andreas Goudamanos,U,GRE,1979-01-28
atp_117660,Gian Maria Benatti,U,ITA,1975-08-07
atp_117661,Giorgos Karavasilis,U,GRE,1981-03-05
atp_117662,Christos Serbesis Tsarudis,U,GRE,1978-03-02
atp_117663,Savas Panagiotidis,U,GRE,1983-04-26
atp_117664,Gueorgui Stoykov,U,BUL,1978-04-24
atp_117665,Steven Willekes,U,NED,1980-04-28
atp_117666,Alexandros Tsakiris,U,GRE,1981-12-04
atp_117667,Alex Skarlatidis,U,GRE,1974-07-31
atp_117668,Kostas Iliopoulos,U,GRE,1982-09-08
atp_117669,Marios Dimakos,U,SWE,1983-03-24
atp_117670,Bill Mavraganis,U,GRE,1981-06-24
atp_117671,Sergios Papadopoulos,U,GRE,1981-06-09
atp_117672,Konstantinos Gogos,U,GRE,1976-06-19
atp_117673,Dan Hanegby,U,ISR,1980-12-14
atp_117674,George Georgopolous,U,AUS,1979-05-26
atp_117675,Michalis Preponis,U,GRE,1971-07-07
atp_117676,Niklas Lybner,U,SWE,1979-07-16
atp_117677,Olivier Grignard,U,BEL,1982-06-05
atp_117678,Bert Van Driessen,R,BEL,1980-01-14
atp_117679,Sonny Van Der Velden,R,BEL,1980-03-10
atp_117680,Andreas Kanellopoulos,U,GRE,1975-08-06
atp_117681,Anthony Old,U,NZL,1976-09-13
atp_117682,Arnaud Dalbergue,U,MON,1977-04-21
atp_117683,Laurent Da Gregorio,U,FRA,1978-02-13
atp_117684,Edy Kusdaryanto,U,INA,1975-05-09
atp_117685,Surya Wijaya Budi,U,INA,1977-07-20
atp_117686,Ferdy Fauzi,U,INA,1975-02-28
atp_117687,Pascal Hooijmaijers,U,NED,1974-04-18
atp_117688,Anand Radhakrishnan,U,IND,1975-12-10
atp_117689,David Mccabe,U,AUS,1979-01-08
atp_117690,Ariawan Valentinus Poerboadinot,U,INA,1976-10-12
atp_117691,Phoemphon Atabut,R,THA,1981-12-27
atp_117692,Shivshanker Kanbargimath,U,IND,1978-04-26
atp_117693,Shailesh Dhoble,U,IND,1978-11-12
atp_117694,Ravi Kiran Bhat,U,IND,1981-06-01
atp_117695,Lior Kristal,U,ISR,1979-11-05
atp_117696,Ganesh Sundararaju,U,IND,1979-01-02
atp_117697,Shriranga Sudhakara,R,IND,1979-09-22
atp_117698,Bhaskar Chowdhury,R,IND,1979-01-23
atp_117699,Arun Avinash,U,IND,1980-08-29
atp_117700,Paveen Kumar Srinavasan,U,IND,1978-08-05
atp_117701,Abhishek Jagnani,U,IND,1981-09-28
atp_117702,Snehashis Mukherjee,U,IND,1980-01-30
atp_117703,George Barth,U,USA,1969-05-19
atp_117704,Anand Mukherjee,U,IND,1979-05-21
atp_117705,Sharad Khaitan,U,IND,1981-09-14
atp_117706,Vishal Gupta,U,IND,1976-10-08
atp_117707,Anjan Viplav,U,IND,1978-04-10
atp_117708,Conor Taylor,U,IRL,1981-11-27
atp_117709,Tom Hamilton,U,IRL,1975-10-23
atp_117710,Nicky Malone,U,IRL,1979-12-21
atp_117711,William Mcmanus,U,GBR,1981-08-02
atp_117712,Iain Thomas,U,GBR,1978-09-30
atp_117713,Timo Barry,U,IRL,1982-04-07
atp_117714,Faheem Ebrahim,U,HKG,1980-06-11
atp_117715,Christian Belihart,U,GER,1973-04-03
atp_117716,Vincenzo Grande,U,ITA,1974-02-09
atp_117717,Alessandro Tabacchini,U,ITA,1980-01-06
atp_117718,Marco Barbero,U,ITA,1976-10-01
atp_117719,Tomaz Berendijas,R,SLO,1979-02-06
atp_117720,Alberto Casadei,U,ITA,1968-09-08
atp_117721,Marco Molone,U,ITA,1975-08-28
atp_117722,Valerio Discalzi,U,ITA,1982-09-11
atp_117723,Leonardo Micheli,U,ITA,1977-01-13
atp_117724,Jacopo Lo Monaco,U,ITA,1972-02-06
atp_117725,Manuel Bazzani,U,ITA,1975-09-08
atp_117726,Stefan Suter,U,SUI,1978-09-09
atp_117727,Simone Teti,U,ITA,1981-07-29
atp_117728,Dario Berrettini,U,ITA,1975-06-06
atp_117729,Cristian Salvador Lopez,U,ESP,1976-04-19
atp_117730,Roberto Palpacelli,U,ITA,1970-07-06
atp_117731,Roberto Bresolin,U,ITA,1975-02-18
atp_117732,Enrico Casadei,U,ITA,1965-11-23
atp_117733,Gaetano Davide Passaquindici,U,ITA,1981-03-31
atp_117734,Barry Scollo,U,GBR,1980-04-10
atp_117735,Gianluigi Angelini,U,ITA,1981-04-05
atp_117736,Emanuele Cafagna,U,ITA,1976-03-15
atp_117737,Raffaello Pozzi,U,ITA,1972-01-21
atp_117738,Alessandro Diaferia,U,ITA,
atp_117739,Francesco Caddeo,U,ITA,1984-07-14
atp_117740,Andrea Lecca,U,ITA,1968-01-31
atp_117741,Roberto Montis,U,ITA,1983-07-27
atp_117742,Francesco Ferrillo,U,ITA,1982-03-07
atp_117743,Davide Stara,U,ITA,1980-09-12
atp_117744,Ivano Angioni,U,ITA,1972-04-18
atp_117745,Alessandro Bonvicini,U,ITA,1981-12-30
atp_117746,Paolo Putzulu,U,ITA,1977-11-02
atp_117747,Flavio Frisardi,U,ITA,1979-09-05
atp_117748,Marco Barbiero,U,ITA,1974-03-10
atp_117749,Danilo Gargano,U,ITA,1973-02-12
atp_117750,Alberto Lommi,U,ITA,1979-02-12
atp_117751,Carlo Mazzoni,U,ITA,1979-05-01
atp_117752,Gianmarco Toccini,U,ITA,1980-07-23
atp_117753,Alessio Chiodioni,U,ITA,1973-09-13
atp_117754,Roberto Grammatica,U,ITA,1979-07-15
atp_117755,Claudio Cozzi,U,ITA,1982-01-15
atp_117756,Diego De Vecchis,U,ITA,1981-03-28
atp_117757,Achille Margotto,U,ITA,1973-05-13
atp_117758,Kazuhito Tsunematsu,U,JPN,1977-06-18
atp_117759,Ryo Motomura,U,JPN,1976-03-08
atp_117760,Makoto Nakanishi,U,JPN,1972-06-03
atp_117761,Tatsuya Hideshima,U,JPN,1967-03-10
atp_117762,Isao Miyoshi,R,JPN,1978-05-19
atp_117763,Yorihide Nakaegawa,U,JPN,1980-04-25
atp_117764,Kazuhiro Mukai,R,JPN,1979-02-27
atp_117765,Kenji Fujiwara,U,JPN,1976-12-30
atp_117766,Jaimi Higa,U,JPN,1975-01-23
atp_117767,Ryo Tanaka,U,JPN,1978-02-16
atp_117768,Susumu Mukai,R,JPN,1981-05-13
atp_117769,Takahiro Sakuma,U,JPN,1972-10-03
atp_117770,Mitsuhiro Goto,U,JPN,1982-02-27
atp_117771,Hong Soon Park,U,KOR,1980-08-03
atp_117772,Junichi Ishiura,R,JPN,1978-06-02
atp_117773,Takeshi Yoshino,U,JPN,1977-08-02
atp_117774,Yun Gu Park,R,KOR,1978-10-04
atp_117775,Yoshio Tanikawa,U,JPN,1971-10-13
atp_117776,Yamato Douno,L,JPN,1981-04-22
atp_117777,Kensuke Goto,U,JPN,1980-10-07
atp_117778,Tetsushi Tsuchiya,U,JPN,1973-07-05
atp_117779,Akira Sueda,U,JPN,1982-05-09
atp_117780,Mitsuru Tanaka,U,JPN,1978-05-31
atp_117781,Yuji Oyama,R,JPN,1982-02-01
atp_117782,Masafumi Komada,U,JPN,1973-03-30
atp_117783,Jun Shigemasa,U,JPN,1974-09-02
atp_117784,Alex Sugai,U,JPN,1974-10-19
atp_117785,Yong Hak Chung,U,KOR,1972-02-20
atp_117786,Jeong Wook Won,U,KOR,1979-02-15
atp_117787,Chang Hoon Lee,U,KOR,1981-05-27
atp_117788,Seong Hwan Chung,U,KOR,1975-09-14
atp_117789,Sang Yong Kim,U,KOR,1974-03-19
atp_117790,Chan Ik Hwang,U,KOR,1970-07-16
atp_117791,Yoon Beom Roh,U,KOR,1973-08-20
atp_117792,Dong Wook Kim,U,KOR,1980-02-28
atp_117793,Yong Seung Kim,U,KOR,1976-12-23
atp_117794,Jan Svigler,U,CZE,1976-05-21
atp_117795,Jeff Landau,R,USA,1974-01-09
atp_117796,Sjors Lemmens,U,NED,1979-10-12
atp_117797,Jon Monk,U,GBR,1979-01-07
atp_117798,Eigintas Vedrickas,U,LTU,1982-01-08
atp_117799,Paulius Jurkenas,U,LTU,1981-02-18
atp_117800,Daniel Gotowski,U,AUS,1975-05-22
atp_117801,Daniele Centoni,U,ITA,1981-04-29
atp_117802,Pedro Pereira,R,POR,1976-01-02
atp_117803,Mehdi Kabbaj,U,MAR,1982-09-30
atp_117804,Noufayi Nejdi,U,MAR,1981-08-13
atp_117805,Hicham Karmoussi,U,MAR,1975-02-28
atp_117806,Enrique Mereles,U,MEX,1975-05-02
atp_117807,Dougal Williams,U,USA,1974-05-06
atp_117808,Thomas Rusling,U,USA,1974-08-08
atp_117809,Moises Jeronimo Gutierrez Escamilla,U,MEX,1979-09-11
atp_117810,Luis Ramirez,U,MEX,1962-03-18
atp_117811,Rodrigo Laub,U,BRA,1980-04-28
atp_117812,Patricio Espinosa,U,MEX,1977-06-12
atp_117813,Dimitrio Martinez Castro,R,MEX,1982-10-04
atp_117814,Roberto Fernandez,U,MEX,1980-01-03
atp_117815,Elliott Wood,U,GBR,1978-11-20
atp_117816,Mauricio Zecena,U,MEX,1981-01-22
atp_117817,Stephen Racioppi,U,USA,1979-10-25
atp_117818,Robert Johnson,U,USA,1973-06-18
atp_117819,Eric Faulk,U,USA,1975-09-30
atp_117820,Alejandro Hammeken,U,MEX,1981-01-26
atp_117821,Vitor Ferreira,U,POR,1979-07-23
atp_117822,Fernando Cabrera,R,MEX,1979-07-11
atp_117823,Santiago Sahagun,U,MEX,1980-02-15
atp_117824,Jose Hernandez Page,U,MEX,1971-03-19
atp_117825,Luis Avila,R,MEX,1981-07-28
atp_117826,Shawn Brooke,U,USA,1981-05-01
atp_117827,Enrique Bautista,U,MEX,1962-05-20
atp_117828,Simone Appio,R,ITA,1980-06-08
atp_117829,Dustin Mauck,U,USA,1977-07-19
atp_117830,Alfredo Madrigal,U,MEX,1978-12-05
atp_117831,Diego De La O,U,MEX,1982-09-24
atp_117832,Ry Tarpley,L,USA,1976-08-24
atp_117833,Milos Koprivica,U,SRB,1980-08-27
atp_117834,Marko Blagojevic,U,YUG,1980-08-16
atp_117835,Milos Radulovic,U,MKD,1979-05-16
atp_117836,Joachim Lien,U,NOR,1980-01-19
atp_117837,Johan Karlsson,U,SWE,1975-01-27
atp_117838,Lars Hjarrand,U,NOR,1973-07-19
atp_117839,Arvid Swan,U,USA,1975-11-21
atp_117840,Hans Birger Nordstrom,U,SWE,1976-03-01
atp_117841,Morgan Thempler,U,DEN,1977-08-04
atp_117842,Pierre Berntsson,U,SWE,1981-08-01
atp_117843,Jonas Osterman,U,SWE,1974-10-07
atp_117844,Jonas M Svensson,U,SWE,1981-03-12
atp_117845,Andrew Cochrane,U,NZL,1978-04-17
atp_117846,Shehzad Siddiqui,U,PAK,1978-07-14
atp_117847,Aurangzeb Khan,U,PAK,1971-03-04
atp_117848,Sohail Raza,U,PAK,1979-06-02
atp_117849,Ikram Ul Haq,U,PAK,1979-02-15
atp_117850,Shahzeb Niazi,U,PAK,1984-02-25
atp_117851,Ali Ismail,U,PAK,
atp_117852,Ahmed Wahla,U,PAK,1982-09-16
atp_117853,Diego Leon Narvaja,U,PAR,1981-01-09
atp_117854,Diego Sist,U,PAR,1981-11-13
atp_117855,Felix Insaurralde,U,PAR,1982-07-01
atp_117856,Gabriel Ibarrola,U,PAR,1979-05-13
atp_117857,Andres Lopez,U,PAR,1984-09-17
atp_117858,Pedro Caniza,U,PAR,1978-11-26
atp_117859,Jorge Zabrodiec,U,PAR,1983-01-28
atp_117860,Erick Silva,R,URU,1978-06-09
atp_117861,Rafael Quintin,U,PAR,1976-03-14
atp_117862,Luis Ramos,R,PER,1973-03-19
atp_117863,Willy Sandoval,U,PER,1981-01-09
atp_117864,Alejandro Salazar,U,PER,1983-03-17
atp_117865,Edwin Clarke,U,PER,1974-03-21
atp_117866,Jose Echandia,U,PER,1981-12-03
atp_117867,Masashi Yoshikawa,R,JPN,1978-01-31
atp_117868,Pop Sabandon,U,PHI,1981-04-11
atp_117869,Gianluca Ferrarini,U,ITA,1979-04-17
atp_117870,Jaime Solon,U,PHI,1974-10-07
atp_117871,Nino Angelo Salvador,U,PHI,1982-03-22
atp_117872,Ephraim Aca Ac,U,PHI,1972-01-18
atp_117873,Alexander Lazaro,U,PHI,1975-03-18
atp_117874,Roland Kraut,U,PHI,1977-11-15
atp_117875,Adam Piskozub,U,POL,1980-11-19
atp_117876,Bartosz Dabrowski,U,POL,1980-03-07
atp_117877,Wojciech Owsiak,R,POL,1981-08-10
atp_117878,Sebastian Rutka,U,POL,1981-08-18
atp_117879,Pawel Sebastyanski,U,POL,1977-05-22
atp_117880,Aleksander Djuranovic,U,GER,1982-02-13
atp_117881,Tomasz Braniecki,U,POL,1982-09-03
atp_117882,Ari Strasberg,U,ISR,1978-07-15
atp_117883,Andrei Grintescu,U,ROU,1980-07-12
atp_117884,Ionut Captan,R,ROU,1977-06-27
atp_117885,Florin Nedelcu,U,ROU,1980-04-22
atp_117886,Eugen Lupes,U,ROU,1976-04-12
atp_117887,Bogdan Rusu,U,ROU,1981-01-08
atp_117888,Cristian Florentin Voinea,U,ROU,1980-11-12
atp_117889,Razvan Verone,R,ROU,1976-07-03
atp_117890,Mihai Stoian,U,ROU,1979-05-14
atp_117891,Andrei Costea,U,ROU,1981-12-06
atp_117892,Ivan Iliachenko,U,RUS,1980-03-31
atp_117893,Yuri Chorny,U,UKR,1979-08-21
atp_117894,Evgueni Karassev,U,RUS,1980-08-18
atp_117895,Vladimir Khibara,U,RUS,1970-05-10
atp_117896,Alexei Landin,U,RUS,1977-04-11
atp_117897,Alexander Lim,U,RUS,1981-10-27
atp_117898,Oleg Mouravlev,U,RUS,1977-02-24
atp_117899,Pavel Zelenkin,U,RUS,1979-02-19
atp_117900,Dmitri Gamyunov,U,RUS,
atp_117901,Konstantin Ryazanov,U,RUS,1983-01-19
atp_117902,Anton Terentiev,U,RUS,1979-08-13
atp_117903,Anatoly Potapenko,U,RUS,1976-04-27
atp_117904,Pavel Mazaev,U,RUS,1981-03-05
atp_117905,Dmitri Morolev,U,RUS,1982-02-22
atp_117906,Pavel Shestakov,U,RUS,1971-04-13
atp_117907,Trent Tucker,U,USA,1974-09-14
atp_117908,Gregor Turin,U,SLO,1971-03-15
atp_117909,Matjaz Pogacnik,U,SLO,1977-08-20
atp_117910,Nikola Maljkovic,U,SLO,1981-04-18
atp_117911,Denis Bovhan,U,SLO,1980-06-10
atp_117912,Bostjan Dobersek,U,SLO,1975-12-27
atp_117913,Marko Dolecek,U,SLO,1980-07-24
atp_117914,Maik Nerer,U,CRO,1981-01-03
atp_117915,Marko Vukelic,U,CRO,1981-03-21
