match_id,player_id,pts,rank,winner,sets,1,2,3,4,5,avg_odds,max_odds,total_pts,service_pts,return_pts,aces,bp_saved,bp_faced,first_serve_rtn_won,second_serve_rtn_won,first_serve_in,dbl_faults,first_serve_per
m_2008_A_28,atp_104527,995.0,29.0,True,3.0,6.0,6.0,6.0,,,,,98.0,55.0,43.0,14.0,1.0,3.0,18.0,25.0,45.0,3.0,0.5769230769230769
m_2008_A_29,atp_105095,492.0,82.0,True,3.0,7.0,6.0,6.0,,,,,92.0,55.0,37.0,3.0,8.0,9.0,23.0,14.0,47.0,1.0,0.6025641025641025
m_2008_A_30,atp_102905,556.0,68.0,True,3.0,7.0,6.0,7.0,6.0,,,,162.0,99.0,63.0,5.0,6.0,9.0,38.0,25.0,88.0,11.0,0.5569620253164557
m_2008_A_31,atp_104745,5780.0,2.0,True,3.0,7.0,7.0,6.0,,,,,107.0,67.0,40.0,4.0,3.0,5.0,19.0,21.0,58.0,4.0,0.6105263157894737
m_2008_A_32,atp_104269,1050.0,28.0,True,3.0,6.0,6.0,6.0,,,,,95.0,46.0,49.0,4.0,6.0,9.0,29.0,20.0,56.0,2.0,0.7777777777777778
m_2008_A_33,atp_104925,4315.0,3.0,True,3.0,6.0,6.0,7.0,,,,,96.0,55.0,41.0,6.0,1.0,2.0,16.0,25.0,50.0,4.0,0.6329113924050633
m_2008_A_34,atp_104898,424.0,103.0,True,3.0,6.0,6.0,6.0,7.0,,,,150.0,90.0,60.0,16.0,7.0,9.0,25.0,35.0,76.0,9.0,0.5671641791044776
m_2008_A_35,atp_103553,313.0,137.0,True,3.0,6.0,6.0,3.0,6.0,,,,129.0,74.0,55.0,5.0,12.0,17.0,25.0,30.0,90.0,2.0,0.6976744186046512
m_2008_A_36,atp_104025,314.0,136.0,True,3.0,6.0,7.0,6.0,,,,,98.0,64.0,34.0,8.0,4.0,5.0,11.0,23.0,62.0,4.0,0.6666666666666666
m_2008_A_37,atp_104338,1380.0,23.0,True,3.0,7.0,7.0,6.0,,,,,108.0,58.0,50.0,6.0,2.0,6.0,16.0,34.0,62.0,2.0,0.6595744680851063
m_2008_A_38,atp_104620,541.0,70.0,True,3.0,7.0,3.0,6.0,2.0,6.0,,,150.0,95.0,55.0,9.0,9.0,15.0,26.0,29.0,94.0,2.0,0.6394557823129252
m_2008_A_39,atp_104386,657.0,49.0,True,3.0,7.0,6.0,6.0,0.0,6.0,,,162.0,101.0,61.0,25.0,6.0,9.0,26.0,35.0,86.0,5.0,0.5512820512820513
m_2008_A_40,atp_104571,1600.0,16.0,True,3.0,7.0,6.0,3.0,6.0,,,,137.0,82.0,55.0,16.0,7.0,10.0,24.0,31.0,63.0,4.0,0.504
m_2008_A_41,atp_103206,661.0,46.0,True,3.0,7.0,6.0,7.0,,,,,116.0,64.0,52.0,4.0,3.0,7.0,19.0,33.0,57.0,0.0,0.59375
m_2008_A_42,atp_102703,659.0,47.0,True,3.0,7.0,6.0,6.0,,,,,98.0,69.0,29.0,7.0,0.0,0.0,13.0,16.0,53.0,0.0,0.5824175824175825
m_2008_A_43,atp_103900,1775.0,10.0,True,3.0,6.0,6.0,7.0,,,,,99.0,56.0,43.0,4.0,1.0,2.0,14.0,29.0,39.0,5.0,0.52
m_2008_A_44,atp_104797,193.0,216.0,True,3.0,6.0,6.0,7.0,6.0,,,,142.0,84.0,58.0,5.0,5.0,7.0,23.0,35.0,79.0,3.0,0.6475409836065574
m_2008_A_45,atp_105227,615.0,57.0,True,3.0,7.0,7.0,6.0,,,,,115.0,71.0,44.0,16.0,2.0,4.0,17.0,27.0,56.0,1.0,0.5436893203883495
m_2008_A_46,atp_103823,366.0,119.0,True,3.0,6.0,0.0,6.0,7.0,,,,125.0,77.0,48.0,13.0,19.0,23.0,24.0,24.0,67.0,5.0,0.5317460317460317
m_2008_A_47,atp_105023,588.0,62.0,True,3.0,6.0,6.0,7.0,,,,,111.0,59.0,52.0,21.0,4.0,6.0,27.0,25.0,49.0,4.0,0.5975609756097561
m_2008_A_48,atp_103498,610.0,58.0,True,3.0,6.0,6.0,7.0,,,,,109.0,59.0,50.0,6.0,2.0,3.0,20.0,30.0,39.0,1.0,0.4642857142857143
m_2008_A_49,atp_103720,1385.0,22.0,True,3.0,6.0,6.0,6.0,,,,,75.0,42.0,33.0,14.0,0.0,1.0,11.0,22.0,30.0,6.0,0.5454545454545454
m_2008_A_50,atp_103507,1400.0,21.0,True,3.0,6.0,6.0,6.0,,,,,95.0,58.0,37.0,8.0,4.0,4.0,15.0,22.0,58.0,2.0,0.7160493827160493
m_2008_A_51,atp_103970,2615.0,5.0,True,3.0,6.0,6.0,6.0,,,,,89.0,46.0,43.0,3.0,5.0,6.0,23.0,20.0,46.0,2.0,0.7540983606557377
m_2008_A_52,atp_103781,540.0,71.0,True,3.0,6.0,6.0,6.0,,,,,105.0,57.0,48.0,14.0,2.0,4.0,20.0,28.0,49.0,2.0,0.6282051282051282
m_2008_A_53,atp_103429,464.0,90.0,True,3.0,6.0,6.0,6.0,6.0,,,,128.0,84.0,44.0,11.0,4.0,6.0,9.0,35.0,76.0,7.0,0.6333333333333333
m_2008_A_54,atp_103484,1610.0,15.0,True,3.0,6.0,6.0,6.0,,,,,93.0,56.0,37.0,11.0,3.0,4.0,22.0,15.0,44.0,2.0,0.55
m_2008_A_55,atp_104607,1685.0,13.0,True,3.0,6.0,6.0,6.0,,,,,105.0,54.0,51.0,10.0,1.0,4.0,21.0,30.0,51.0,2.0,0.6455696202531646
m_2008_A_56,atp_103169,602.0,60.0,True,3.0,1.0,7.0,6.0,6.0,,,,109.0,70.0,39.0,10.0,4.0,8.0,23.0,16.0,65.0,4.0,0.6074766355140186
m_2008_A_57,atp_104098,965.0,32.0,True,3.0,6.0,5.0,6.0,6.0,6.0,,,148.0,98.0,50.0,15.0,5.0,7.0,18.0,32.0,90.0,1.0,0.6428571428571429
m_2008_A_58,atp_103188,426.0,101.0,True,3.0,6.0,4.0,6.0,3.0,6.0,,,143.0,89.0,54.0,6.0,2.0,5.0,20.0,34.0,94.0,3.0,0.6962962962962963
m_2008_A_59,atp_102148,852.0,36.0,True,3.0,6.0,6.0,6.0,,,,,86.0,50.0,36.0,3.0,1.0,2.0,19.0,17.0,41.0,0.0,0.6119402985074627
m_2008_A_60,atp_102434,515.0,80.0,True,3.0,2.0,2.0,7.0,6.0,6.0,,,137.0,91.0,46.0,0.0,9.0,14.0,24.0,22.0,81.0,8.0,0.5547945205479452
m_2008_A_61,atp_105223,625.0,53.0,True,3.0,6.0,6.0,6.0,,,,,92.0,57.0,35.0,3.0,2.0,2.0,11.0,24.0,53.0,2.0,0.6625
m_2008_A_62,atp_103602,2005.0,7.0,True,3.0,6.0,7.0,6.0,,,,,101.0,65.0,36.0,10.0,1.0,1.0,18.0,18.0,51.0,4.0,0.5862068965517241
m_2008_A_63,atp_103819,7180.0,1.0,True,3.0,6.0,6.0,6.0,,,,,85.0,49.0,36.0,11.0,2.0,2.0,19.0,17.0,50.0,1.0,0.7692307692307693
m_2008_A_64,atp_103908,1320.0,25.0,True,3.0,6.0,6.0,6.0,6.0,,,,133.0,86.0,47.0,11.0,4.0,5.0,23.0,24.0,70.0,2.0,0.56
m_2008_A_65,atp_104198,477.0,86.0,True,3.0,6.0,5.0,6.0,7.0,,,,162.0,85.0,77.0,5.0,6.0,11.0,47.0,30.0,79.0,6.0,0.5766423357664233
m_2008_A_66,atp_102905,556.0,68.0,True,3.0,6.0,7.0,7.0,,,,,114.0,83.0,31.0,3.0,5.0,6.0,13.0,18.0,76.0,2.0,0.6386554621848739
m_2008_A_67,atp_103813,1075.0,26.0,True,3.0,6.0,7.0,7.0,,,,,122.0,61.0,61.0,4.0,5.0,10.0,28.0,33.0,74.0,7.0,0.7254901960784313
m_2008_A_68,atp_103333,1360.0,24.0,True,3.0,6.0,6.0,6.0,6.0,,,,133.0,85.0,48.0,15.0,4.0,4.0,37.0,11.0,77.0,1.0,0.6311475409836066
m_2008_A_69,atp_104542,789.0,38.0,True,3.0,6.0,7.0,6.0,,,,,114.0,62.0,52.0,14.0,3.0,4.0,34.0,18.0,57.0,0.0,0.6404494382022472
m_2008_A_70,atp_102967,535.0,73.0,True,2.0,6.0,3.0,7.0,2.0,,,,113.0,69.0,44.0,2.0,5.0,8.0,15.0,29.0,65.0,3.0,0.5909090909090909
m_2008_A_71,atp_104745,5780.0,2.0,True,3.0,6.0,6.0,6.0,,,,,83.0,45.0,38.0,9.0,1.0,3.0,23.0,15.0,48.0,1.0,0.7164179104477612
m_2008_A_72,atp_104022,1670.0,14.0,True,3.0,4.0,7.0,6.0,7.0,,,,142.0,96.0,46.0,8.0,8.0,12.0,17.0,29.0,91.0,6.0,0.6232876712328768
m_2008_A_73,atp_103888,685.0,43.0,True,3.0,6.0,6.0,6.0,,,,,91.0,48.0,43.0,4.0,2.0,3.0,25.0,18.0,40.0,5.0,0.5714285714285714
m_2008_A_74,atp_104468,955.0,33.0,True,3.0,6.0,6.0,6.0,,,,,86.0,49.0,37.0,4.0,2.0,2.0,22.0,15.0,51.0,2.0,0.7285714285714285
m_2008_A_75,atp_104214,890.0,35.0,True,3.0,7.0,7.0,6.0,,,,,110.0,72.0,38.0,2.0,8.0,8.0,29.0,9.0,68.0,8.0,0.6601941747572816
m_2008_A_76,atp_103786,2825.0,4.0,True,3.0,6.0,6.0,6.0,,,,,95.0,51.0,44.0,3.0,7.0,11.0,27.0,17.0,70.0,2.0,0.7692307692307693
m_2008_A_77,atp_104259,1075.0,27.0,True,2.0,6.0,6.0,0.0,,,,,65.0,37.0,28.0,6.0,1.0,1.0,10.0,18.0,29.0,1.0,0.5918367346938775
m_2008_A_78,atp_104755,1895.0,8.0,True,3.0,6.0,6.0,6.0,,,,,92.0,48.0,44.0,8.0,0.0,0.0,27.0,17.0,41.0,1.0,0.6949152542372882
m_2008_A_79,atp_104053,2530.0,6.0,True,3.0,6.0,6.0,6.0,,,,,103.0,55.0,48.0,10.0,2.0,3.0,22.0,26.0,57.0,1.0,0.76
m_2008_A_80,atp_104607,1685.0,13.0,True,3.0,6.0,6.0,6.0,,,,,83.0,49.0,34.0,9.0,2.0,2.0,17.0,17.0,39.0,4.0,0.6
m_2008_A_81,atp_103507,1400.0,21.0,True,3.0,6.0,6.0,6.0,,,,,91.0,60.0,31.0,7.0,8.0,9.0,14.0,17.0,55.0,1.0,0.632183908045977
m_2008_A_82,atp_104338,1380.0,23.0,True,3.0,6.0,7.0,5.0,6.0,8.0,,,199.0,129.0,70.0,4.0,9.0,14.0,26.0,44.0,145.0,7.0,0.7435897435897436
m_2008_A_83,atp_104386,657.0,49.0,True,3.0,7.0,7.0,7.0,,,,,118.0,78.0,40.0,8.0,0.0,3.0,23.0,17.0,72.0,2.0,0.6486486486486487
m_2008_A_84,atp_103819,7180.0,1.0,True,3.0,6.0,6.0,6.0,,,,,87.0,47.0,40.0,6.0,2.0,2.0,25.0,15.0,42.0,1.0,0.6885245901639344
m_2008_A_85,atp_104925,4315.0,3.0,True,3.0,6.0,6.0,6.0,,,,,86.0,52.0,34.0,12.0,2.0,2.0,19.0,15.0,45.0,3.0,0.6164383561643836
m_2008_A_86,atp_103720,1385.0,22.0,True,3.0,7.0,6.0,5.0,6.0,,,,140.0,83.0,57.0,13.0,9.0,12.0,22.0,35.0,71.0,2.0,0.5772357723577236
m_2008_A_87,atp_103970,2615.0,5.0,True,2.0,6.0,6.0,,,,,,71.0,33.0,38.0,1.0,1.0,3.0,30.0,8.0,40.0,1.0,0.7547169811320755
m_2008_A_88,atp_105023,588.0,62.0,True,3.0,7.0,3.0,6.0,6.0,,,,147.0,85.0,62.0,13.0,5.0,8.0,27.0,35.0,72.0,6.0,0.5454545454545454
m_2008_A_89,atp_105227,615.0,57.0,True,3.0,6.0,6.0,6.0,,,,,104.0,64.0,40.0,7.0,1.0,2.0,32.0,8.0,49.0,1.0,0.532608695652174
m_2008_A_90,atp_103206,661.0,46.0,True,3.0,4.0,6.0,6.0,6.0,6.0,,,145.0,93.0,52.0,7.0,2.0,5.0,22.0,30.0,84.0,2.0,0.6363636363636364
m_2008_A_91,atp_102434,515.0,80.0,True,3.0,4.0,6.0,6.0,2.0,9.0,,,180.0,110.0,70.0,2.0,16.0,22.0,28.0,42.0,119.0,1.0,0.6685393258426966
m_2008_A_92,atp_103900,1775.0,10.0,True,3.0,4.0,7.0,6.0,6.0,,,,125.0,82.0,43.0,19.0,2.0,3.0,20.0,23.0,69.0,5.0,0.6106194690265486
m_2008_A_93,atp_103602,2005.0,7.0,True,3.0,4.0,6.0,6.0,6.0,,,,126.0,75.0,51.0,15.0,8.0,12.0,26.0,25.0,74.0,4.0,0.592
m_2008_A_94,atp_103484,1610.0,15.0,True,3.0,6.0,6.0,6.0,,,,,86.0,50.0,36.0,8.0,0.0,1.0,26.0,10.0,41.0,3.0,0.5942028985507246
m_2008_A_95,atp_104571,1600.0,16.0,True,3.0,6.0,6.0,2.0,3.0,6.0,,,144.0,88.0,56.0,4.0,3.0,7.0,27.0,29.0,80.0,4.0,0.5970149253731343
m_2008_A_96,atp_103786,2825.0,4.0,True,3.0,6.0,6.0,6.0,,,,,103.0,56.0,47.0,2.0,4.0,6.0,24.0,23.0,58.0,1.0,0.651685393258427
m_2008_A_97,atp_104542,789.0,38.0,True,3.0,6.0,6.0,6.0,,,,,91.0,54.0,37.0,21.0,0.0,1.0,20.0,17.0,53.0,1.0,0.6973684210526315
m_2008_A_98,atp_104022,1670.0,14.0,True,3.0,6.0,6.0,6.0,,,,,85.0,54.0,31.0,4.0,2.0,2.0,18.0,13.0,50.0,1.0,0.7352941176470589
m_2008_A_99,atp_103908,1320.0,25.0,True,3.0,4.0,7.0,2.0,7.0,8.0,,,183.0,111.0,72.0,7.0,11.0,18.0,35.0,37.0,104.0,8.0,0.5652173913043478
m_2008_A_100,atp_104745,5780.0,2.0,True,3.0,7.0,6.0,6.0,,,,,109.0,60.0,49.0,7.0,5.0,6.0,25.0,24.0,51.0,1.0,0.5930232558139535
m_2008_A_101,atp_104755,1895.0,8.0,True,3.0,6.0,6.0,4.0,6.0,,,,110.0,71.0,39.0,9.0,0.0,2.0,28.0,11.0,66.0,2.0,0.6666666666666666
m_2008_A_102,atp_103813,1075.0,26.0,True,3.0,3.0,7.0,6.0,6.0,,,,136.0,91.0,45.0,11.0,11.0,12.0,15.0,30.0,97.0,4.0,0.7293233082706767
m_2008_A_103,atp_104259,1075.0,27.0,True,3.0,6.0,3.0,7.0,6.0,8.0,,,177.0,128.0,49.0,32.0,8.0,9.0,22.0,27.0,107.0,2.0,0.6484848484848484
m_2008_A_104,atp_104607,1685.0,13.0,True,3.0,3.0,6.0,7.0,6.0,,,,130.0,78.0,52.0,15.0,3.0,6.0,32.0,20.0,83.0,7.0,0.7155172413793104
m_2008_A_105,atp_103484,1610.0,15.0,True,3.0,4.0,2.0,6.0,7.0,6.0,,,159.0,101.0,58.0,10.0,14.0,20.0,28.0,30.0,92.0,3.0,0.5508982035928144
m_2008_A_106,atp_105227,615.0,57.0,True,3.0,6.0,6.0,6.0,6.0,,,,136.0,77.0,59.0,14.0,3.0,4.0,34.0,25.0,62.0,5.0,0.5585585585585585
m_2008_A_107,atp_103819,7180.0,1.0,True,3.0,6.0,7.0,5.0,6.0,10.0,,,202.0,128.0,74.0,39.0,0.0,3.0,31.0,43.0,107.0,1.0,0.6407185628742516
m_2008_A_108,atp_104925,4315.0,3.0,True,3.0,6.0,6.0,6.0,,,,,94.0,48.0,46.0,5.0,3.0,4.0,22.0,24.0,46.0,1.0,0.7419354838709677
m_2008_A_109,atp_103720,1385.0,22.0,True,3.0,4.0,7.0,7.0,6.0,6.0,,,193.0,108.0,85.0,9.0,9.0,14.0,27.0,58.0,95.0,6.0,0.5654761904761905
m_2008_A_110,atp_103507,1400.0,21.0,True,3.0,6.0,6.0,6.0,,,,,88.0,55.0,33.0,11.0,1.0,1.0,14.0,19.0,48.0,2.0,0.6233766233766234
m_2008_A_111,atp_103970,2615.0,5.0,True,3.0,6.0,6.0,6.0,,,,,97.0,55.0,42.0,5.0,2.0,2.0,22.0,20.0,50.0,2.0,0.6493506493506493
m_2008_A_112,atp_103813,1075.0,26.0,True,3.0,3.0,7.0,7.0,6.0,,,,162.0,98.0,64.0,4.0,15.0,22.0,25.0,39.0,109.0,4.0,0.6228571428571429
m_2008_A_113,atp_104542,789.0,38.0,True,3.0,6.0,6.0,7.0,6.0,,,,154.0,96.0,58.0,19.0,7.0,8.0,28.0,30.0,88.0,2.0,0.6567164179104478
m_2008_A_114,atp_104022,1670.0,14.0,True,3.0,7.0,6.0,6.0,,,,,102.0,57.0,45.0,5.0,3.0,6.0,24.0,21.0,53.0,2.0,0.6091954022988506
m_2008_A_115,atp_104745,5780.0,2.0,True,1.0,6.0,3.0,,,,,,43.0,24.0,19.0,3.0,0.0,0.0,10.0,9.0,27.0,1.0,0.9310344827586207
m_2008_A_116,atp_103484,1610.0,15.0,True,3.0,6.0,6.0,6.0,,,,,95.0,66.0,29.0,4.0,3.0,3.0,13.0,16.0,55.0,0.0,0.625
m_2008_A_117,atp_103819,7180.0,1.0,True,3.0,6.0,7.0,6.0,,,,,105.0,70.0,35.0,11.0,2.0,3.0,13.0,22.0,59.0,1.0,0.6276595744680851
m_2008_A_118,atp_103970,2615.0,5.0,True,3.0,7.0,3.0,6.0,6.0,,,,140.0,75.0,65.0,6.0,12.0,16.0,33.0,32.0,89.0,0.0,0.7416666666666667
m_2008_A_119,atp_104925,4315.0,3.0,True,3.0,7.0,6.0,6.0,,,,,108.0,64.0,44.0,13.0,4.0,7.0,20.0,24.0,62.0,6.0,0.5961538461538461
m_2008_A_120,atp_104745,5780.0,2.0,True,3.0,7.0,6.0,6.0,,,,,102.0,61.0,41.0,5.0,7.0,8.0,23.0,18.0,55.0,5.0,0.5978260869565217
m_2008_A_121,atp_104542,789.0,38.0,True,3.0,7.0,6.0,7.0,,,,,110.0,66.0,44.0,8.0,0.0,0.0,25.0,19.0,57.0,1.0,0.6627906976744186
m_2008_A_122,atp_104925,4315.0,3.0,True,3.0,6.0,6.0,7.0,,,,,107.0,62.0,45.0,7.0,8.0,9.0,23.0,22.0,58.0,3.0,0.6236559139784946
m_2008_A_123,atp_103819,7180.0,1.0,True,3.0,7.0,7.0,6.0,,,,,115.0,67.0,48.0,13.0,0.0,3.0,20.0,28.0,65.0,0.0,0.6770833333333334
m_2008_A_124,atp_104542,789.0,38.0,True,3.0,6.0,6.0,6.0,,,,,89.0,57.0,32.0,18.0,3.0,3.0,21.0,11.0,48.0,1.0,0.631578947368421
m_2008_A_125,atp_104925,4315.0,3.0,True,3.0,7.0,6.0,7.0,,,,,118.0,75.0,43.0,13.0,7.0,9.0,20.0,23.0,77.0,6.0,0.6814159292035398
m_2008_A_126,atp_104925,4315.0,3.0,True,3.0,4.0,6.0,6.0,7.0,,,,136.0,87.0,49.0,11.0,3.0,5.0,28.0,21.0,68.0,2.0,0.5573770491803278
m_2007_A_0,atp_104053,2415.0,7.0,True,3.0,6.0,7.0,6.0,6.0,,,,151.0,104.0,47.0,13.0,6.0,7.0,24.0,23.0,101.0,2.0,0.7163120567375887
m_2007_A_1,atp_101885,258.0,163.0,True,3.0,1.0,6.0,7.0,6.0,6.0,,,154.0,95.0,59.0,19.0,6.0,12.0,36.0,23.0,85.0,9.0,0.5666666666666667
m_2007_A_2,atp_104755,1435.0,17.0,True,3.0,6.0,6.0,6.0,,,,,99.0,48.0,51.0,4.0,3.0,7.0,27.0,24.0,54.0,3.0,0.6428571428571429
m_2007_A_3,atp_104339,2000.0,10.0,True,3.0,6.0,6.0,6.0,,,,,100.0,54.0,46.0,7.0,2.0,3.0,22.0,24.0,44.0,4.0,0.6376811594202898
m_2007_A_4,atp_103530,240.0,170.0,True,3.0,7.0,4.0,6.0,6.0,,,,139.0,85.0,54.0,10.0,8.0,13.0,22.0,32.0,71.0,4.0,0.4965034965034965
m_2007_A_5,atp_103507,1080.0,24.0,True,0.0,3.0,,,,,,,12.0,8.0,4.0,4.0,0.0,0.0,1.0,3.0,7.0,1.0,0.7
m_2007_A_6,atp_104025,438.0,95.0,True,3.0,6.0,6.0,6.0,,,,,84.0,43.0,41.0,7.0,2.0,3.0,19.0,22.0,31.0,1.0,0.49206349206349204
m_2007_A_7,atp_102967,715.0,54.0,True,3.0,3.0,6.0,6.0,6.0,6.0,,,156.0,84.0,72.0,14.0,8.0,12.0,41.0,31.0,73.0,4.0,0.5615384615384615
m_2007_A_8,atp_103821,417.0,102.0,True,3.0,6.0,6.0,6.0,,,,,104.0,51.0,53.0,3.0,4.0,7.0,27.0,26.0,51.0,8.0,0.6
m_2007_A_9,atp_104198,562.0,65.0,True,0.0,1.0,,,,,,,9.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.75
m_2007_A_10,atp_103103,1183.0,22.0,True,3.0,6.0,7.0,6.0,6.0,,,,162.0,84.0,78.0,9.0,3.0,7.0,35.0,43.0,77.0,10.0,0.5877862595419847
m_2007_A_11,atp_103819,8120.0,1.0,True,3.0,7.0,6.0,6.0,,,,,111.0,51.0,60.0,7.0,2.0,6.0,24.0,36.0,56.0,1.0,0.7088607594936709
m_2007_A_12,atp_102434,544.0,71.0,True,3.0,6.0,7.0,6.0,,,,,104.0,57.0,47.0,3.0,4.0,6.0,25.0,22.0,60.0,1.0,0.6976744186046512
m_2007_A_13,atp_104792,645.0,59.0,True,3.0,7.0,6.0,6.0,7.0,,,,174.0,110.0,64.0,25.0,6.0,8.0,32.0,32.0,76.0,1.0,0.5352112676056338
m_2007_A_14,atp_104229,449.0,91.0,True,3.0,6.0,6.0,6.0,,,,,92.0,56.0,36.0,5.0,2.0,4.0,19.0,17.0,54.0,6.0,0.6206896551724138
m_2007_A_15,atp_104022,1075.0,25.0,True,3.0,7.0,6.0,6.0,,,,,106.0,51.0,55.0,4.0,3.0,5.0,27.0,28.0,42.0,2.0,0.5316455696202531
m_2007_A_16,atp_104571,1880.0,11.0,True,3.0,6.0,2.0,6.0,6.0,,,,112.0,63.0,49.0,11.0,2.0,6.0,19.0,30.0,43.0,7.0,0.42574257425742573
m_2007_A_17,atp_104534,194.0,202.0,True,3.0,6.0,6.0,6.0,,,,,96.0,52.0,44.0,0.0,3.0,5.0,23.0,21.0,51.0,4.0,0.6296296296296297
m_2007_A_18,atp_103917,552.0,68.0,True,3.0,6.0,6.0,6.0,6.0,,,,127.0,72.0,55.0,10.0,6.0,10.0,32.0,23.0,51.0,8.0,0.4434782608695652
m_2007_A_19,atp_103781,925.0,32.0,True,3.0,6.0,6.0,7.0,,,,,100.0,83.0,17.0,1.0,4.0,4.0,3.0,14.0,77.0,4.0,0.6637931034482759
m_2007_A_20,atp_105023,354.0,129.0,True,3.0,6.0,6.0,6.0,6.0,,,,130.0,83.0,47.0,20.0,9.0,10.0,20.0,27.0,70.0,5.0,0.5691056910569106
m_2007_A_21,atp_102035,743.0,50.0,True,3.0,5.0,4.0,6.0,6.0,6.0,,,147.0,82.0,65.0,3.0,5.0,9.0,46.0,19.0,78.0,5.0,0.6290322580645161
m_2007_A_22,atp_103990,2455.0,6.0,True,3.0,6.0,6.0,6.0,,,,,86.0,49.0,37.0,10.0,0.0,1.0,14.0,23.0,44.0,2.0,0.6666666666666666
m_2007_A_23,atp_103888,841.0,42.0,True,3.0,4.0,7.0,6.0,6.0,,,,138.0,99.0,39.0,14.0,6.0,7.0,11.0,28.0,70.0,1.0,0.48951048951048953
m_2007_A_24,atp_102563,524.0,72.0,True,3.0,6.0,3.0,1.0,6.0,6.0,,,133.0,78.0,55.0,14.0,3.0,9.0,22.0,33.0,75.0,4.0,0.5952380952380952
m_2007_A_25,atp_103970,1610.0,14.0,True,3.0,7.0,6.0,6.0,,,,,110.0,64.0,46.0,4.0,3.0,6.0,23.0,23.0,66.0,4.0,0.6285714285714286
m_2007_A_26,atp_103852,486.0,79.0,True,3.0,7.0,4.0,6.0,7.0,,,,155.0,98.0,57.0,19.0,2.0,3.0,28.0,29.0,85.0,2.0,0.6390977443609023
m_2007_A_27,atp_103285,1285.0,20.0,True,3.0,6.0,6.0,6.0,,,,,90.0,49.0,41.0,15.0,1.0,1.0,26.0,15.0,41.0,1.0,0.7068965517241379
m_2007_A_28,atp_103722,510.0,76.0,True,3.0,7.0,6.0,6.0,,,,,111.0,62.0,49.0,4.0,3.0,4.0,23.0,26.0,48.0,1.0,0.5161290322580645
m_2007_A_29,atp_104160,428.0,99.0,True,3.0,6.0,6.0,6.0,6.0,16.0,,,256.0,146.0,110.0,17.0,9.0,17.0,49.0,61.0,150.0,8.0,0.6329113924050633
m_2007_A_30,atp_104925,1530.0,15.0,True,3.0,6.0,6.0,6.0,,,,,84.0,44.0,40.0,5.0,3.0,3.0,20.0,20.0,40.0,1.0,0.6779661016949152
m_2007_A_31,atp_103498,1015.0,27.0,True,3.0,5.0,7.0,3.0,6.0,6.0,,,160.0,107.0,53.0,19.0,5.0,8.0,17.0,36.0,98.0,2.0,0.6577181208053692
m_2007_A_32,atp_104999,298.0,153.0,True,3.0,6.0,7.0,3.0,6.0,,,,145.0,92.0,53.0,16.0,14.0,18.0,20.0,33.0,92.0,3.0,0.647887323943662
m_2007_A_33,atp_102839,552.0,69.0,True,3.0,6.0,6.0,6.0,,,,,107.0,62.0,45.0,2.0,8.0,10.0,23.0,22.0,64.0,2.0,0.6597938144329897
m_2007_A_34,atp_103206,965.0,29.0,True,1.0,6.0,4.0,,,,,,57.0,28.0,29.0,7.0,0.0,0.0,19.0,10.0,13.0,2.0,0.41935483870967744
m_2007_A_35,atp_104607,1670.0,13.0,True,3.0,6.0,6.0,6.0,,,,,90.0,53.0,37.0,10.0,7.0,8.0,22.0,15.0,35.0,3.0,0.47297297297297297
m_2007_A_36,atp_104635,96.0,360.0,True,3.0,6.0,3.0,6.0,6.0,,,,115.0,73.0,42.0,14.0,5.0,6.0,22.0,20.0,53.0,4.0,0.5247524752475248
m_2007_A_37,atp_103900,2295.0,8.0,True,2.0,6.0,4.0,7.0,6.0,3.0,,,155.0,87.0,68.0,20.0,10.0,16.0,22.0,46.0,84.0,10.0,0.5915492957746479
m_2007_A_38,atp_104068,725.0,52.0,True,3.0,4.0,6.0,4.0,7.0,6.0,,,160.0,99.0,61.0,15.0,4.0,7.0,22.0,39.0,91.0,3.0,0.6363636363636364
m_2007_A_39,atp_103428,920.0,33.0,True,3.0,7.0,6.0,6.0,,,,,109.0,64.0,45.0,2.0,3.0,6.0,25.0,20.0,53.0,0.0,0.5638297872340425
m_2007_A_40,atp_104527,885.0,40.0,True,3.0,6.0,2.0,6.0,6.0,,,,113.0,70.0,43.0,14.0,10.0,14.0,19.0,24.0,73.0,4.0,0.6403508771929824
m_2007_A_41,atp_104154,304.0,148.0,True,3.0,4.0,6.0,6.0,6.0,6.0,,,167.0,83.0,84.0,14.0,6.0,16.0,49.0,35.0,92.0,8.0,0.6013071895424836
m_2007_A_42,atp_104259,631.0,61.0,True,3.0,5.0,6.0,6.0,6.0,,,,140.0,82.0,58.0,11.0,8.0,10.0,28.0,30.0,75.0,3.0,0.6097560975609756
m_2007_A_43,atp_104745,4525.0,2.0,True,3.0,7.0,6.0,6.0,,,,,104.0,64.0,40.0,7.0,0.0,0.0,14.0,26.0,53.0,2.0,0.6091954022988506
m_2007_A_44,atp_103813,1360.0,18.0,True,3.0,5.0,6.0,7.0,6.0,,,,144.0,84.0,60.0,9.0,11.0,17.0,23.0,37.0,81.0,10.0,0.5625
m_2007_A_45,atp_104180,376.0,116.0,True,3.0,6.0,4.0,6.0,6.0,,,,112.0,68.0,44.0,24.0,3.0,4.0,20.0,24.0,61.0,3.0,0.6559139784946236
